NWD741415 SRR9250210
NWD306552 SRR8020048
NWD306600 SRR8020049
NWD306792 SRR8020050
NWD307047 SRR8020051
NWD307053 SRR8020052
NWD307069 SRR8020053
NWD307146 SRR8020054
NWD307352 SRR8020055
NWD307422 SRR8020056
NWD307591 SRR8020057
NWD307644 SRR8020059
NWD307739 SRR8020060
NWD307822 SRR8020061
NWD308141 SRR8020064
NWD308159 SRR8020065
NWD308240 SRR8020066
NWD308278 SRR8020067
NWD308487 SRR8020068
NWD308641 SRR8020069
NWD308728 SRR8020070
NWD308764 SRR8020071
NWD308942 SRR8020072
NWD309079 SRR8020073
NWD309096 SRR8020074
NWD309214 SRR8020075
NWD309613 SRR8020076
NWD309930 SRR8020078
NWD309979 SRR8020079
NWD310122 SRR8020081
NWD310126 SRR8020082
NWD310151 SRR8020083
NWD310208 SRR8020084
NWD310251 SRR8020085
NWD310542 SRR8020086
NWD310798 SRR8020087
NWD310914 SRR8020089
NWD311406 SRR8020091
NWD311416 SRR8020092
NWD311736 SRR8020093
NWD311762 SRR8020094
NWD312007 SRR8020096
NWD312191 SRR8020098
NWD312225 SRR8020099
NWD312363 SRR8020101
NWD312438 SRR8020102
NWD312464 SRR8020103
NWD312546 SRR8020104
NWD312649 SRR8020105
NWD312711 SRR8020106
NWD312729 SRR8020107
NWD312925 SRR8020108
NWD313073 SRR8020109
NWD313145 SRR8020110
NWD313312 SRR8020114
NWD313326 SRR8020115
NWD313413 SRR8020116
NWD313419 SRR8020118
NWD313516 SRR8020119
NWD313535 SRR8020120
NWD313660 SRR8020121
NWD313663 SRR8020122
NWD313856 SRR8020124
NWD313925 SRR8020127
NWD313961 SRR8020128
NWD314027 SRR8020129
NWD314085 SRR8020130
NWD314126 SRR8020131
NWD314135 SRR8020132
NWD314242 SRR8020133
NWD314291 SRR8020134
NWD314296 SRR8020135
NWD314311 SRR8020136
NWD314335 SRR8020137
NWD314399 SRR8020139
NWD314436 SRR8020140
NWD314611 SRR8020141
NWD314687 SRR8020142
NWD314738 SRR8020143
NWD314806 SRR8020144
NWD314864 SRR8020145
NWD315137 SRR8020146
NWD315240 SRR8020148
NWD315258 SRR8020150
NWD315263 SRR8020151
NWD315336 SRR8020152
NWD315451 SRR8020153
NWD315458 SRR8020154
NWD315503 SRR8020155
NWD315510 SRR8020156
NWD315558 SRR8020157
NWD315770 SRR8020158
NWD315948 SRR8020159
NWD316149 SRR8020160
NWD316173 SRR8020161
NWD316269 SRR8020164
NWD316540 SRR8020165
NWD316702 SRR8020167
NWD316780 SRR8020168
NWD316802 SRR8020169
NWD316816 SRR8020170
NWD316887 SRR8020171
NWD317133 SRR8020173
NWD317273 SRR8020174
NWD317397 SRR8020175
NWD317532 SRR8020176
NWD317573 SRR8020177
NWD317891 SRR8020179
NWD317952 SRR8020180
NWD318046 SRR8020181
NWD318073 SRR8020182
NWD318080 SRR8020183
NWD318177 SRR8020184
NWD318217 SRR8020185
NWD318234 SRR8020186
NWD318302 SRR8020187
NWD318325 SRR8020188
NWD318340 SRR8020189
NWD318371 SRR8020190
NWD318417 SRR8020191
NWD318488 SRR8020193
NWD318608 SRR8020196
NWD318669 SRR8020197
NWD319201 SRR8020201
NWD319288 SRR8020202
NWD319359 SRR8020203
NWD319525 SRR8020204
NWD319651 SRR8020205
NWD320053 SRR8020207
NWD320263 SRR8020210
NWD320642 SRR8020211
NWD320684 SRR8020212
NWD320707 SRR8020213
NWD320836 SRR8020214
NWD320859 SRR8020215
NWD320937 SRR8020217
NWD320984 SRR8020218
NWD321097 SRR8020219
NWD321216 SRR8020221
NWD321253 SRR8020222
NWD321830 SRR8020226
NWD321834 SRR8020227
NWD321997 SRR8020228
NWD322166 SRR8020231
NWD322236 SRR8020232
NWD322243 SRR8020233
NWD322266 SRR8020234
NWD322311 SRR8020235
NWD322313 SRR8020236
NWD322355 SRR8020237
NWD322484 SRR8020238
NWD322834 SRR8020239
NWD322841 SRR8020240
NWD323075 SRR8020242
NWD323091 SRR8020243
NWD323092 SRR8020244
NWD323276 SRR8020245
NWD323471 SRR8020247
NWD323606 SRR8020248
NWD323646 SRR8020250
NWD323663 SRR8020251
NWD323796 SRR8020252
NWD323818 SRR8020254
NWD323853 SRR8020255
NWD323887 SRR8020256
NWD323910 SRR8020257
NWD323923 SRR8020258
NWD324162 SRR8020260
NWD324299 SRR8020261
NWD324336 SRR8020262
NWD324497 SRR8020265
NWD324747 SRR8020266
NWD325021 SRR8020267
NWD325276 SRR8020268
NWD325554 SRR8020270
NWD325596 SRR8020271
NWD325704 SRR8020274
NWD325737 SRR8020278
NWD325796 SRR8020279
NWD326061 SRR8020280
NWD326111 SRR8020281
NWD326120 SRR8020282
NWD326167 SRR8020283
NWD326258 SRR8020285
NWD326308 SRR8020286
NWD326558 SRR8020290
NWD326592 SRR8020291
NWD326745 SRR8020292
NWD326957 SRR8020293
NWD327001 SRR8020294
NWD327021 SRR8020295
NWD327023 SRR8020296
NWD327072 SRR8020297
NWD327123 SRR8020298
NWD327140 SRR8020299
NWD327152 SRR8020300
NWD327320 SRR8020302
NWD327478 SRR8020304
NWD327514 SRR8020306
NWD327593 SRR8020307
NWD327888 SRR8020310
NWD328117 SRR8020311
NWD328347 SRR8020313
NWD328424 SRR8020314
NWD328754 SRR8020315
NWD328812 SRR8020316
NWD328867 SRR8020317
NWD328868 SRR8020318
NWD329036 SRR8020319
NWD329070 SRR8020320
NWD329155 SRR8020321
NWD329209 SRR8020323
NWD329541 SRR8020325
NWD329615 SRR8020326
NWD329752 SRR8020327
NWD329910 SRR8020328
NWD329945 SRR8020329
NWD329979 SRR8020330
NWD330268 SRR8020331
NWD330407 SRR8020332
NWD330409 SRR8020333
NWD330457 SRR8020334
NWD330540 SRR8020335
NWD330736 SRR8020336
NWD330968 SRR8020338
NWD331166 SRR8020339
NWD331228 SRR8020342
NWD331251 SRR8020344
NWD331280 SRR8020345
NWD331297 SRR8020346
NWD331830 SRR8020348
NWD332017 SRR8020349
NWD332032 SRR8020350
NWD332238 SRR8020352
NWD332268 SRR8020353
NWD332455 SRR8020355
NWD332702 SRR8020356
NWD332712 SRR8020357
NWD332728 SRR8020358
NWD332810 SRR8020359
NWD332876 SRR8020360
NWD332949 SRR8020361
NWD333122 SRR8020363
NWD333494 SRR8020366
NWD333597 SRR8020367
NWD333612 SRR8020368
NWD333690 SRR8020369
NWD333768 SRR8020371
NWD333872 SRR8020372
NWD333881 SRR8020373
NWD333911 SRR8020374
NWD333939 SRR8020375
NWD333946 SRR8020376
NWD333980 SRR8020377
NWD334141 SRR8020378
NWD334208 SRR8020379
NWD334449 SRR8020380
NWD334571 SRR8020381
NWD334635 SRR8020382
NWD334694 SRR8020383
NWD334766 SRR8020384
NWD334853 SRR8020385
NWD334884 SRR8020386
NWD334910 SRR8020387
NWD334954 SRR8020389
NWD334961 SRR8020390
NWD335000 SRR8020391
NWD335031 SRR8020393
NWD335082 SRR8020394
NWD335106 SRR8020395
NWD335164 SRR8020396
NWD335262 SRR8020398
NWD335602 SRR8020399
NWD335704 SRR8020400
NWD335760 SRR8020401
NWD335834 SRR8020402
NWD335913 SRR8020404
NWD336091 SRR8020406
NWD336185 SRR8020407
NWD336205 SRR8020408
NWD336213 SRR8020409
NWD336532 SRR8020411
NWD336627 SRR8020413
NWD336632 SRR8020414
NWD336749 SRR8020416
NWD336865 SRR8020417
NWD336914 SRR8020418
NWD337042 SRR8020419
NWD337109 SRR8020420
NWD337528 SRR8020422
NWD337665 SRR8020423
NWD337857 SRR8020424
NWD337918 SRR8020425
NWD337983 SRR8020426
NWD338198 SRR8020427
NWD338211 SRR8020428
NWD338504 SRR8020431
NWD338576 SRR8020432
NWD338792 SRR8020434
NWD338816 SRR8020435
NWD338829 SRR8020436
NWD338901 SRR8020438
NWD338918 SRR8020439
NWD339074 SRR8020440
NWD339157 SRR8020441
NWD339300 SRR8020444
NWD339306 SRR8020445
NWD339535 SRR8020446
NWD339595 SRR8020447
NWD339737 SRR8020448
NWD339819 SRR8020449
NWD339876 SRR8020450
NWD339884 SRR8020451
NWD339973 SRR8020453
NWD340003 SRR8020455
NWD340013 SRR8020456
NWD340258 SRR8020457
NWD340270 SRR8020458
NWD340455 SRR8020462
NWD340464 SRR8020463
NWD340472 SRR8020464
NWD340548 SRR8020465
NWD340797 SRR8020466
NWD341244 SRR8020468
NWD341257 SRR8020469
NWD341289 SRR8020470
NWD341343 SRR8020471
NWD341445 SRR8020472
NWD341471 SRR8020473
NWD341582 SRR8020474
NWD341736 SRR8020477
NWD341772 SRR8020478
NWD341802 SRR8020480
NWD342009 SRR8020482
NWD342178 SRR8020483
NWD342208 SRR8020484
NWD342350 SRR8020486
NWD342386 SRR8020487
NWD342397 SRR8020488
NWD342474 SRR8020489
NWD342494 SRR8020490
NWD342647 SRR8020492
NWD342670 SRR8020493
NWD342878 SRR8020494
NWD342951 SRR8020496
NWD343097 SRR8020497
NWD343128 SRR8020498
NWD343218 SRR8020499
NWD343329 SRR8020500
NWD343471 SRR8020501
NWD343503 SRR8020502
NWD343521 SRR8020503
NWD343648 SRR8020504
NWD343817 SRR8020506
NWD343948 SRR8020507
NWD344006 SRR8020508
NWD344138 SRR8020509
NWD344149 SRR8020510
NWD344172 SRR8020511
NWD344204 SRR8020513
NWD344293 SRR8020514
NWD344655 SRR8020516
NWD344656 SRR8020517
NWD344845 SRR8020518
NWD344909 SRR8020519
NWD344977 SRR8020520
NWD345018 SRR8020521
NWD345036 SRR8020522
NWD345060 SRR8020523
NWD345294 SRR8020525
NWD345360 SRR8020526
NWD345766 SRR8020527
NWD345892 SRR8020528
NWD346029 SRR8020529
NWD346037 SRR8020530
NWD346097 SRR8020531
NWD346152 SRR8020532
NWD346163 SRR8020533
NWD346205 SRR8020534
NWD346270 SRR8020535
NWD346332 SRR8020536
NWD346884 SRR8020537
NWD346946 SRR8020539
NWD347221 SRR8020540
NWD347229 SRR8020541
NWD347249 SRR8020542
NWD347258 SRR8020543
NWD347290 SRR8020544
NWD347343 SRR8020545
NWD347350 SRR8020546
NWD347595 SRR8020547
NWD347737 SRR8020548
NWD347884 SRR8020550
NWD347955 SRR8020551
NWD348053 SRR8020552
NWD348079 SRR8020554
NWD348217 SRR8020555
NWD348261 SRR8020556
NWD348472 SRR8020558
NWD348549 SRR8020559
NWD348599 SRR8020560
NWD348743 SRR8020561
NWD349275 SRR8020563
NWD349389 SRR8020564
NWD349445 SRR8020566
NWD349457 SRR8020567
NWD349592 SRR8020568
NWD349713 SRR8020569
NWD349912 SRR8020570
NWD350048 SRR8020571
NWD350084 SRR8020572
NWD350155 SRR8020573
NWD350166 SRR8020574
NWD350211 SRR8020575
NWD350241 SRR8020576
NWD350255 SRR8020577
NWD350555 SRR8020580
NWD350891 SRR8020585
NWD350972 SRR8020586
NWD351068 SRR8020587
NWD351123 SRR8020588
NWD351185 SRR8020590
NWD351415 SRR8020593
NWD351416 SRR8020594
NWD351587 SRR8020596
NWD351797 SRR8020597
NWD351912 SRR8020598
NWD352119 SRR8020599
NWD352238 SRR8020600
NWD352245 SRR8020601
NWD352482 SRR8020602
NWD352730 SRR8020605
NWD352836 SRR8020606
NWD352837 SRR8020607
NWD352980 SRR8020608
NWD353217 SRR8020609
NWD353228 SRR8020610
NWD353760 SRR8020614
NWD353790 SRR8020616
NWD353820 SRR8020617
NWD354116 SRR8020618
NWD354264 SRR8020619
NWD354466 SRR8020620
NWD354503 SRR8020621
NWD354646 SRR8020623
NWD354654 SRR8020625
NWD354850 SRR8020627
NWD354899 SRR8020628
NWD354923 SRR8020629
NWD355064 SRR8020630
NWD355082 SRR8020631
NWD355276 SRR8020632
NWD355283 SRR8020633
NWD355287 SRR8020634
NWD355503 SRR8020635
NWD355504 SRR8020636
NWD355818 SRR8020638
NWD356125 SRR8020639
NWD356157 SRR8020640
NWD356278 SRR8020643
NWD356461 SRR8020644
NWD356635 SRR8020648
NWD356787 SRR8020649
NWD356819 SRR8020650
NWD356989 SRR8020652
NWD357066 SRR8020653
NWD357101 SRR8020654
NWD357497 SRR8020655
NWD357626 SRR8020656
NWD357875 SRR8020657
NWD357922 SRR8020658
NWD358046 SRR8020659
NWD358144 SRR8020660
NWD358278 SRR8020661
NWD358327 SRR8020662
NWD358591 SRR8020665
NWD358821 SRR8020666
NWD359010 SRR8020667
NWD359109 SRR8020668
NWD359127 SRR8020669
NWD359146 SRR8020671
NWD359156 SRR8020672
NWD359326 SRR8020673
NWD359497 SRR8020675
NWD359520 SRR8020676
NWD359605 SRR8020677
NWD359627 SRR8020678
NWD359682 SRR8020679
NWD359756 SRR8020680
NWD359885 SRR8020681
NWD360020 SRR8020682
NWD360049 SRR8020683
NWD360115 SRR8020684
NWD360219 SRR8020686
NWD360221 SRR8020687
NWD360289 SRR8020688
NWD360672 SRR8020689
NWD360699 SRR8020691
NWD360723 SRR8020692
NWD360748 SRR8020693
NWD361011 SRR8020695
NWD361063 SRR8020697
NWD361261 SRR8020698
NWD361265 SRR8020699
NWD361381 SRR8020700
NWD361445 SRR8020701
NWD361583 SRR8020702
NWD361770 SRR8020703
NWD361837 SRR8020704
NWD361885 SRR8020705
NWD361898 SRR8020706
NWD362154 SRR8020707
NWD362447 SRR8020709
NWD362526 SRR8020710
NWD362661 SRR8020711
NWD362750 SRR8020712
NWD362762 SRR8020713
NWD362925 SRR8020716
NWD362961 SRR8020717
NWD363069 SRR8020718
NWD363228 SRR8020719
NWD363235 SRR8020720
NWD363271 SRR8020721
NWD363333 SRR8020722
NWD363341 SRR8020723
NWD363420 SRR8020725
NWD363426 SRR8020726
NWD363446 SRR8020727
NWD363447 SRR8020728
NWD363522 SRR8020729
NWD363555 SRR8020730
NWD363740 SRR8020734
NWD364205 SRR8020736
NWD364303 SRR8020737
NWD364346 SRR8020738
NWD364389 SRR8020739
NWD364445 SRR8020740
NWD364590 SRR8020742
NWD364630 SRR8020743
NWD364738 SRR8020745
NWD364739 SRR8020746
NWD364751 SRR8020747
NWD364934 SRR8020748
NWD364953 SRR8020749
NWD365011 SRR8020750
NWD365097 SRR8020751
NWD365224 SRR8020753
NWD365432 SRR8020754
NWD365700 SRR8020757
NWD365704 SRR8020758
NWD365720 SRR8020759
NWD365908 SRR8020761
NWD365977 SRR8020762
NWD366185 SRR8020763
NWD366198 SRR8020764
NWD366289 SRR8020766
NWD366290 SRR8020767
NWD366359 SRR8020768
NWD366375 SRR8020769
NWD366556 SRR8020770
NWD366692 SRR8020771
NWD366710 SRR8020772
NWD366813 SRR8020773
NWD366864 SRR8020774
NWD367000 SRR8020775
NWD367029 SRR8020776
NWD367073 SRR8020777
NWD367341 SRR8020779
NWD367403 SRR8020780
NWD367438 SRR8020781
NWD367486 SRR8020782
NWD367608 SRR8020783
NWD367781 SRR8020784
NWD367966 SRR8020787
NWD368240 SRR8020789
NWD368248 SRR8020790
NWD368317 SRR8020792
NWD368391 SRR8020793
NWD368413 SRR8020794
NWD368458 SRR8020795
NWD368528 SRR8020796
NWD467244 SRR8020797
NWD467297 SRR8020798
NWD467325 SRR8020800
NWD467360 SRR8020801
NWD467363 SRR8020802
NWD467404 SRR8020804
NWD467777 SRR8020806
NWD467789 SRR8020807
NWD467841 SRR8020808
NWD467895 SRR8020809
NWD467983 SRR8020810
NWD468044 SRR8020812
NWD468091 SRR8020813
NWD468256 SRR8020814
NWD468506 SRR8020815
NWD468522 SRR8020816
NWD468645 SRR8020817
NWD468749 SRR8020819
NWD468777 SRR8020820
NWD468845 SRR8020821
NWD468876 SRR8020822
NWD469047 SRR8020823
NWD469073 SRR8020824
NWD469081 SRR8020825
NWD469187 SRR8020828
NWD469188 SRR8020829
NWD469212 SRR8020830
NWD469544 SRR8020833
NWD469556 SRR8020834
NWD469659 SRR8020835
NWD470067 SRR8020838
NWD470144 SRR8020839
NWD470174 SRR8020840
NWD470416 SRR8020841
NWD470492 SRR8020842
NWD470525 SRR8020843
NWD470561 SRR8020844
NWD470806 SRR8020846
NWD470832 SRR8020847
NWD470876 SRR8020848
NWD470904 SRR8020849
NWD470980 SRR8020850
NWD471267 SRR8020851
NWD471313 SRR8020852
NWD471323 SRR8020853
NWD471394 SRR8020854
NWD471401 SRR8020855
NWD471413 SRR8020857
NWD471476 SRR8020858
NWD471565 SRR8020859
NWD471602 SRR8020860
NWD471606 SRR8020861
NWD471681 SRR8020862
NWD471688 SRR8020863
NWD471817 SRR8020864
NWD471886 SRR8020865
NWD472041 SRR8020867
NWD472136 SRR8020868
NWD472171 SRR8020870
NWD472328 SRR8020871
NWD472377 SRR8020872
NWD472716 SRR8020873
NWD472987 SRR8020874
NWD473004 SRR8020875
NWD473055 SRR8020876
NWD473177 SRR8020877
NWD473240 SRR8020878
NWD473287 SRR8020879
NWD473296 SRR8020880
NWD473501 SRR8020881
NWD473509 SRR8020882
NWD473729 SRR8020884
NWD473856 SRR8020886
NWD473909 SRR8020888
NWD474004 SRR8020889
NWD474100 SRR8020890
NWD474284 SRR8020893
NWD474331 SRR8020894
NWD474351 SRR8020895
NWD474372 SRR8020896
NWD474449 SRR8020897
NWD474462 SRR8020898
NWD474698 SRR8020901
NWD474717 SRR8020902
NWD474768 SRR8020903
NWD474769 SRR8020904
NWD475123 SRR8020905
NWD475308 SRR8020906
NWD475376 SRR8020907
NWD475474 SRR8020909
NWD475573 SRR8020910
NWD475625 SRR8020911
NWD475776 SRR8020913
NWD475888 SRR8020914
NWD476186 SRR8020915
NWD476601 SRR8020918
NWD476622 SRR8020919
NWD476848 SRR8020922
NWD476929 SRR8020923
NWD476973 SRR8020924
NWD477016 SRR8020925
NWD477055 SRR8020926
NWD477092 SRR8020927
NWD477295 SRR8020928
NWD477303 SRR8020929
NWD477641 SRR8020930
NWD477684 SRR8020931
NWD477721 SRR8020932
NWD478130 SRR8020934
NWD478335 SRR8020935
NWD478402 SRR8020936
NWD478445 SRR8020937
NWD478738 SRR8020938
NWD478757 SRR8020939
NWD478763 SRR8020940
NWD478801 SRR8020941
NWD479053 SRR8020944
NWD479101 SRR8020945
NWD479129 SRR8020947
NWD479137 SRR8020948
NWD479235 SRR8020949
NWD479308 SRR8020950
NWD479341 SRR8020951
NWD479449 SRR8020952
NWD479714 SRR8020954
NWD479727 SRR8020955
NWD479778 SRR8020956
NWD479817 SRR8020957
NWD138278 SRR8016798
NWD138312 SRR8016799
NWD138334 SRR8016800
NWD138730 SRR8016802
NWD138774 SRR8016803
NWD138846 SRR8016804
NWD138863 SRR8016806
NWD138864 SRR8016807
NWD138927 SRR8016808
NWD138987 SRR8016809
NWD139039 SRR8016810
NWD139040 SRR8016811
NWD139150 SRR8016812
NWD139206 SRR8016813
NWD139330 SRR8016814
NWD139603 SRR8016816
NWD139679 SRR8016817
NWD139767 SRR8016819
NWD139858 SRR8016821
NWD140143 SRR8016823
NWD140224 SRR8016825
NWD140334 SRR8016826
NWD140567 SRR8016828
NWD140569 SRR8016829
NWD140594 SRR8016830
NWD140655 SRR8016831
NWD140661 SRR8016832
NWD140755 SRR8016834
NWD140928 SRR8016835
NWD141056 SRR8016836
NWD141214 SRR8016837
NWD141236 SRR8016838
NWD141297 SRR8016839
NWD141351 SRR8016840
NWD141353 SRR8016841
NWD141424 SRR8016842
NWD141452 SRR8016843
NWD141578 SRR8016844
NWD141762 SRR8016845
NWD141838 SRR8016847
NWD141840 SRR8016848
NWD141996 SRR8016849
NWD142002 SRR8016850
NWD142093 SRR8016852
NWD142131 SRR8016853
NWD142589 SRR8016854
NWD142652 SRR8016855
NWD142753 SRR8016858
NWD142765 SRR8016859
NWD143038 SRR8016860
NWD143041 SRR8016861
NWD143043 SRR8016862
NWD143063 SRR8016863
NWD143146 SRR8016864
NWD143644 SRR8016867
NWD143666 SRR8016868
NWD143708 SRR8016869
NWD144009 SRR8016871
NWD144033 SRR8016872
NWD144322 SRR8016874
NWD144415 SRR8016876
NWD144516 SRR8016877
NWD144538 SRR8016878
NWD144581 SRR8016879
NWD144688 SRR8016880
NWD144716 SRR8016881
NWD145127 SRR8016882
NWD145138 SRR8016883
NWD145233 SRR8016885
NWD145403 SRR8016887
NWD145456 SRR8016888
NWD145729 SRR8016889
NWD145766 SRR8016890
NWD145776 SRR8016891
NWD145801 SRR8016892
NWD145891 SRR8016893
NWD146152 SRR8016894
NWD146247 SRR8016895
NWD146258 SRR8016896
NWD146263 SRR8016897
NWD146310 SRR8016898
NWD146454 SRR8016900
NWD146478 SRR8016901
NWD146614 SRR8016903
NWD146664 SRR8016904
NWD146761 SRR8016905
NWD147035 SRR8016908
NWD147080 SRR8016909
NWD147218 SRR8016910
NWD147360 SRR8016911
NWD147478 SRR8016913
NWD147624 SRR8016915
NWD147630 SRR8016916
NWD147746 SRR8016917
NWD147783 SRR8016918
NWD147850 SRR8016920
NWD148000 SRR8016922
NWD148071 SRR8016924
NWD148146 SRR8016925
NWD148170 SRR8016926
NWD148498 SRR8016929
NWD148552 SRR8016930
NWD148658 SRR8016932
NWD148734 SRR8016933
NWD149195 SRR8016935
NWD149280 SRR8016936
NWD149319 SRR8016938
NWD149464 SRR8016939
NWD149529 SRR8016940
NWD149592 SRR8016941
NWD149688 SRR8016943
NWD149706 SRR8016944
NWD149992 SRR8016946
NWD150016 SRR8016947
NWD150105 SRR8016949
NWD150261 SRR8016950
NWD150317 SRR8016951
NWD150396 SRR8016953
NWD150512 SRR8016954
NWD150526 SRR8016956
NWD150545 SRR8016957
NWD150558 SRR8016958
NWD150560 SRR8016959
NWD150570 SRR8016960
NWD150793 SRR8016963
NWD151131 SRR8016964
NWD151169 SRR8016965
NWD151203 SRR8016966
NWD151269 SRR8016968
NWD151464 SRR8016969
NWD151695 SRR8016972
NWD151995 SRR8016973
NWD152098 SRR8016974
NWD152176 SRR8016975
NWD152495 SRR8016978
NWD152526 SRR8016979
NWD152617 SRR8016980
NWD152644 SRR8016981
NWD152876 SRR8016984
NWD153009 SRR8016985
NWD153294 SRR8016987
NWD153335 SRR8016988
NWD153466 SRR8016989
NWD153580 SRR8016991
NWD153607 SRR8016992
NWD153646 SRR8016993
NWD153708 SRR8016994
NWD153927 SRR8016995
NWD154073 SRR8016996
NWD154192 SRR8017000
NWD154284 SRR8017001
NWD154349 SRR8017002
NWD154627 SRR8017004
NWD154673 SRR8017005
NWD154967 SRR8017006
NWD155139 SRR8017009
NWD155163 SRR8017010
NWD155251 SRR8017011
NWD155479 SRR8017012
NWD155595 SRR8017013
NWD155604 SRR8017015
NWD155712 SRR8017016
NWD155802 SRR8017019
NWD155952 SRR8017020
NWD155975 SRR8017021
NWD156036 SRR8017022
NWD156059 SRR8017023
NWD156152 SRR8017024
NWD156203 SRR8017025
NWD156584 SRR8017027
NWD156624 SRR8017028
NWD156737 SRR8017029
NWD156800 SRR8017030
NWD156868 SRR8017032
NWD156965 SRR8017033
NWD157199 SRR8017034
NWD157222 SRR8017035
NWD157282 SRR8017036
NWD157292 SRR8017037
NWD157416 SRR8017039
NWD157427 SRR8017040
NWD157484 SRR8017041
NWD157517 SRR8017042
NWD157545 SRR8017043
NWD157783 SRR8017044
NWD157852 SRR8017045
NWD157888 SRR8017046
NWD157929 SRR8017047
NWD157952 SRR8017048
NWD158199 SRR8017049
NWD158254 SRR8017050
NWD158297 SRR8017051
NWD158367 SRR8017052
NWD158426 SRR8017053
NWD158427 SRR8017054
NWD158444 SRR8017055
NWD158551 SRR8017056
NWD158602 SRR8017057
NWD158861 SRR8017061
NWD159348 SRR8017063
NWD159475 SRR8017065
NWD159650 SRR8017067
NWD159667 SRR8017068
NWD159676 SRR8017069
NWD159721 SRR8017071
NWD159803 SRR8017072
NWD159860 SRR8017073
NWD159976 SRR8017075
NWD160095 SRR8017076
NWD160117 SRR8017077
NWD160192 SRR8017078
NWD160884 SRR8017080
NWD160894 SRR8017081
NWD160926 SRR8017082
NWD160981 SRR8017083
NWD161082 SRR8017084
NWD161140 SRR8017085
NWD161161 SRR8017086
NWD161180 SRR8017087
NWD161198 SRR8017089
NWD161399 SRR8017090
NWD161512 SRR8017092
NWD161687 SRR8017093
NWD161749 SRR8017094
NWD161896 SRR8017095
NWD161982 SRR8017096
NWD162276 SRR8017097
NWD162305 SRR8017098
NWD162308 SRR8017099
NWD162345 SRR8017100
NWD162419 SRR8017101
NWD162512 SRR8017102
NWD162565 SRR8017103
NWD162733 SRR8017104
NWD162961 SRR8017105
NWD163091 SRR8017107
NWD163347 SRR8017109
NWD163372 SRR8017110
NWD163472 SRR8017111
NWD163574 SRR8017112
NWD163611 SRR8017113
NWD163849 SRR8017115
NWD163856 SRR8017116
NWD164175 SRR8017119
NWD164263 SRR8017120
NWD164524 SRR8017121
NWD164576 SRR8017122
NWD164622 SRR8017123
NWD164736 SRR8017125
NWD164740 SRR8017126
NWD164906 SRR8017127
NWD165287 SRR8017132
NWD165362 SRR8017133
NWD165405 SRR8017135
NWD165600 SRR8017136
NWD165705 SRR8017137
NWD165712 SRR8017138
NWD165828 SRR8017140
NWD166031 SRR8017141
NWD166195 SRR8017143
NWD166349 SRR8017144
NWD166351 SRR8017145
NWD166784 SRR8017147
NWD166798 SRR8017148
NWD166902 SRR8017151
NWD167002 SRR8017152
NWD167105 SRR8017155
NWD167134 SRR8017156
NWD167384 SRR8017159
NWD167450 SRR8017160
NWD167672 SRR8017162
NWD167754 SRR8017163
NWD167882 SRR8017164
NWD167995 SRR8017165
NWD168155 SRR8017167
NWD168295 SRR8017169
NWD168576 SRR8017170
NWD168886 SRR8017173
NWD169607 SRR8017175
NWD169773 SRR8017176
NWD169857 SRR8017177
NWD169868 SRR8017178
NWD169958 SRR8017179
NWD170411 SRR8017180
NWD170842 SRR8017181
NWD171090 SRR8017182
NWD171425 SRR8017184
NWD171442 SRR8017185
NWD171496 SRR8017187
NWD171631 SRR8017189
NWD171719 SRR8017190
NWD171868 SRR8017192
NWD171872 SRR8017193
NWD171936 SRR8017194
NWD171990 SRR8017196
NWD172134 SRR8017197
NWD172259 SRR8017198
NWD172298 SRR8017199
NWD172341 SRR8017200
NWD172418 SRR8017201
NWD172466 SRR8017203
NWD172486 SRR8017204
NWD172591 SRR8017205
NWD172997 SRR8017207
NWD173129 SRR8017209
NWD173164 SRR8017210
NWD173281 SRR8017211
NWD173298 SRR8017212
NWD173309 SRR8017213
NWD173314 SRR8017214
NWD173326 SRR8017215
NWD173451 SRR8017216
NWD173469 SRR8017217
NWD173573 SRR8017218
NWD173821 SRR8017219
NWD173875 SRR8017220
NWD173992 SRR8017221
NWD174009 SRR8017222
NWD174130 SRR8017224
NWD174138 SRR8017226
NWD174165 SRR8017227
NWD174348 SRR8017228
NWD174382 SRR8017229
NWD174401 SRR8017230
NWD174474 SRR8017232
NWD174521 SRR8017234
NWD174635 SRR8017235
NWD174688 SRR8017236
NWD174779 SRR8017237
NWD174884 SRR8017238
NWD174926 SRR8017240
NWD174982 SRR8017242
NWD175115 SRR8017243
NWD175196 SRR8017244
NWD175226 SRR8017245
NWD175239 SRR8017246
NWD175258 SRR8017247
NWD175278 SRR8017248
NWD175372 SRR8017249
NWD175417 SRR8017250
NWD175638 SRR8017252
NWD175712 SRR8017253
NWD175848 SRR8017254
NWD175863 SRR8017255
NWD175876 SRR8017256
NWD175927 SRR8017259
NWD176074 SRR8017260
NWD176096 SRR8017261
NWD176186 SRR8017262
NWD176298 SRR8017263
NWD176388 SRR8017264
NWD176422 SRR8017265
NWD176483 SRR8017266
NWD176566 SRR8017267
NWD176573 SRR8017268
NWD176681 SRR8017269
NWD176764 SRR8017271
NWD176974 SRR8017273
NWD177069 SRR8017275
NWD177082 SRR8017276
